,Tender ID,tender_externalreference,tender_title,Work Description,Tender Category,Tender Type,Form of Contract,Product Category,Fiscal Year,Is Multi Currency Allowed For BOQ,Two Stage Tender (Y/N),Independent External Monitor,Published Date,PreBid Meeting Date,Tender Validity in Days,NDA Tender (Y/N),Preferential Bidding allowed,Payment Mode,Bid Opening Date,Organisation Chain,Department,location,Pincode,No of Bids Received,Date of Award Contract,Awarded Price (In Rs),Bidder Name,Value Of Tender (In Rs),Tender Stage,is_flood_tender,positive_keywords_dict,negative_keywords_dict,Season,Scheme,Response Type,Flood Response - Subhead
357,2016_DoWR_1310_1,NL/SDRF/2016-17/1,IM at River Singra,Immediate measures to M E along both bank of river Singra,Works,Open Tender,Works,Civil Works,2016-2017,No,No,,14-12-2016 18:00,,180,No,No,Offline,04-01-2017 14:05,Department of Water Resources||Chief Engineer - DoWR,Department of Water Resources,Singra,787031,8.0,,,,29818895,Financial Bid Opening,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 1, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 1, 'IM': 1, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Post-Monsoon,SDRF,Immediate Measures,"{'sdrf': 1, 'im': 1, 'immediate': 1}"
358,2016_DoWR_1311_1,2016_DoWR_1310,IM for Sumdiri River Right Bank,Immediate measures for restoration of flood damages to Sumdiri Right Bank,Works,Open Tender,Works,Civil Works,2016-2017,No,No,,14-12-2016 18:00,,180,No,No,Offline,04-01-2017 14:05,Department of Water Resources||Chief Engineer - DoWR,Department of Water Resources,Sumdiri,787031,12.0,,,,17817979,Financial Bid Opening,True,"{'Flood': 1, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 1, 'IM': 1, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Post-Monsoon,,Immediate Measures,"{'im': 1, 'immediate': 1}"
359,2016_DoWR_1318_1,Bak/SDRF/2016-17/3,IM for Sub Mehilapra,Immediate measures for Restoration work of Kalpani rive,Works,Open Tender,Works,Civil Works,2016-2017,No,No,,15-12-2016 09:00,,180,No,No,Offline,04-01-2017 14:05,Department of Water Resources||Chief Engineer - DoWR,Department of Water Resources,Sub Mehilapara,781360,5.0,,,,7967277,Financial Bid Opening,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 1, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 1, 'IM': 1, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Post-Monsoon,SDRF,Immediate Measures,"{'sdrf': 1, 'im': 1, 'immediate': 1}"
360,2016_DoWR_1319_1,Bak/SDRF/2016-17/4,IM at Medhipara,IM at medhipara for restorstion works of Golondi river,Works,Open Tender,Works,Civil Works,2016-2017,No,No,,15-12-2016 09:00,,180,No,No,Offline,04-01-2017 14:05,Department of Water Resources||Chief Engineer - DoWR,Department of Water Resources,Medhipara,781360,5.0,,,,8245584,Financial Bid Opening,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 1, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 2, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Post-Monsoon,SDRF,Immediate Measures,"{'sdrf': 1, 'im': 2}"
361,2016_DoWR_1320_1,Dib/SDRF/2016-17/8,Im at panimirigaon,Im at Panimirigaon of Dehing bund Right bank from Bhogamur to Sessamukh,Works,Open Tender,Works,Civil Works,2016-2017,No,No,,15-12-2016 09:00,,180,No,No,Offline,04-01-2017 14:05,Department of Water Resources||Chief Engineer - DoWR,Department of Water Resources,Panimirigaon,785676,10.0,,,,9684144,Financial Bid Opening,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 1, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 1, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 2, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Post-Monsoon,SDRF,Immediate Measures,"{'sdrf': 1, 'im': 2}"
394,2016_DoWR_1346_1,Dib/SDRF/2016-17/9,Jagungaon -Pk1,Restoration at jagungaon,Works,Open Tender,Works,Civil Works,2016-2017,No,No,,22-12-2016 10:00,,180,No,No,Offline,10-01-2017 14:05,Department of Water Resources||Chief Engineer - DoWR,Department of Water Resources,Jagungaon,786188,13.0,,,,8038173,Financial Bid Opening,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 1, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Post-Monsoon,SDRF,Immediate Measures,{'sdrf': 1}
395,2016_DoWR_1347_1,Dib/SDRF/2016-17/9,Restoration Jagungaon-Pk2,Restoration Jagungaon-Pk2,Works,Open Tender,Works,Civil Works,2016-2017,No,No,,22-12-2016 11:45,,180,No,No,Offline,10-01-2017 14:05,Department of Water Resources||Chief Engineer - DoWR,Department of Water Resources,Jagungaon,786188,5.0,,,,578026,Financial Bid Opening,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 1, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Post-Monsoon,SDRF,Immediate Measures,{'sdrf': 1}
397,2016_DoWR_1348_1,Dib/SDRF/2016-17/9,Restoration Jagungaon -Pk3,Restoration Jagungaon -Pk3,Works,Open Tender,Works,Civil Works,2016-2017,No,No,,22-12-2016 11:55,,180,No,No,Offline,10-01-2017 14:05,Department of Water Resources||Chief Engineer - DoWR,Department of Water Resources,Jagungaon,768188,5.0,,,,385090,Financial Bid Opening,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 1, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Post-Monsoon,SDRF,Immediate Measures,{'sdrf': 1}
398,2016_DoWR_1147_1,Dib/SDRF/2016-17/3,IM T/dyke-Pk1,IM T/dyke breach closin gat Tioki konwargaon,Works,Open Tender,Works,Civil Works,2016-2017,No,No,,22-12-2016 12:05,,180,No,No,Offline,10-01-2017 14:05,Department of Water Resources||Chief Engineer - DoWR,Department of Water Resources,Naharkatia,786610,8.0,,,,39889883,Technical Evaluation,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 1, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 1, 'Culvert': 0, 'Sluice': 0, 'Dyke': 2, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 2, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Post-Monsoon,SDRF,Immediate Measures,"{'sdrf': 1, 'im': 2}"
399,2016_DoWR_1352_1,Dib/SDRF/2016-17/3,IM Tioki Konwargaon 2,"Immediate measures to Breach closing at 8th Km, Tioki Konwar Gaon",Works,Open Tender,Works,Civil Works,2016-2017,No,No,,22-12-2016 12:40,,180,No,No,Offline,10-01-2017 14:00,Department of Water Resources||Chief Engineer - DoWR,Department of Water Resources,Konwargaon,787032,11.0,,,,1127781,Technical Evaluation,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 1, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 1, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 1, 'IM': 1, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Post-Monsoon,SDRF,Immediate Measures,"{'sdrf': 1, 'im': 1, 'immediate': 1}"
400,2016_DoWR_1353_1,Dib/SDRF/2016-17/3,IM at Konwargaon3,"Immediate measures to Breach closing at 8th Km, Tioki Konwar Gaon",Works,Open Tender,Works,Civil Works,2016-2017,No,No,,22-12-2016 13:00,,180,No,No,Offline,10-01-2017 14:00,Department of Water Resources||Chief Engineer - DoWR,Department of Water Resources,Konwargaon,787032,11.0,,,,1519690,Technical Evaluation,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 1, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 1, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 1, 'IM': 1, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Post-Monsoon,SDRF,Immediate Measures,"{'sdrf': 1, 'im': 1, 'immediate': 1}"
401,2016_DoWR_1354_1,Dib/SDRF/2016-17/7,IM at Sissini Bhojoni 1,Immediate measures to protect Saikhowa protection bund Ph-II at Sissini Bhojoni for the year 2016-17,Works,Open Tender,Works,Civil Works,2016-2017,No,No,,22-12-2016 14:00,,180,No,No,Offline,10-01-2017 14:00,Department of Water Resources||Chief Engineer - DoWR,Department of Water Resources,Sissini Bhojoni,786001,11.0,,,,21277243,Financial Bid Opening,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 1, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 1, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 1, 'IM': 1, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Post-Monsoon,SDRF,Immediate Measures,"{'sdrf': 1, 'im': 1, 'immediate': 1}"
402,2016_DoWR_1355_1,Dib/SDRF/2016-17/7,IM at Sigini Bhijoni 2,Immediate measures to protect Saikhowa protection bund Ph-II at Sissini Bhojoni for the year 2016-17,Works,Open Tender,Works,Civil Works,2016-2017,No,No,,22-12-2016 14:00,,180,No,No,Offline,10-01-2017 14:00,Department of Water Resources||Chief Engineer - DoWR,Department of Water Resources,Sigini Bhogini,786001,5.0,,,,980088,Financial Bid Opening,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 1, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 1, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 1, 'IM': 1, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Post-Monsoon,SDRF,Immediate Measures,"{'sdrf': 1, 'im': 1, 'immediate': 1}"
403,2016_DoWR_1160_1,Siv/SDRF/2016-17/2,IM Bakuldubapk1,IM Bakuldubapk1,Works,Open Tender,Works,Civil Works,2016-2017,No,No,,22-12-2016 14:05,,180,No,No,Offline,10-01-2017 14:00,Department of Water Resources||Chief Engineer - DoWR,Department of Water Resources,Sivasagar,785640,6.0,,,,10109549,Technical Evaluation,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 1, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 2, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Post-Monsoon,SDRF,Immediate Measures,"{'sdrf': 1, 'im': 2}"
404,2016_DoWR_1356_1,Siv/SDRF/2016-17/2,IM at Bakulduba2,IM at Bakulduba area,Works,Open Tender,Works,Civil Works,2016-2017,No,No,,22-12-2016 15:00,,180,No,No,Offline,10-01-2017 14:00,Department of Water Resources||Chief Engineer - DoWR,Department of Water Resources,Bakulduba,785690,13.0,,,,10902095,Technical Evaluation,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 1, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 2, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Post-Monsoon,SDRF,Immediate Measures,"{'sdrf': 1, 'im': 2}"
405,2016_DoWR_1358_1,Siv/SDRF/2016-17/2,IM at Bakulduba3,IM at Bakulduba3,Works,Open Tender,Works,Civil Works,2016-2017,No,No,,22-12-2016 15:20,,180,No,No,Offline,10-01-2017 14:00,Department of Water Resources||Chief Engineer - DoWR,Department of Water Resources,Sibasagar,785690,9.0,,,,11374362,Technical Evaluation,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 1, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 2, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Post-Monsoon,SDRF,Immediate Measures,"{'sdrf': 1, 'im': 2}"
406,2016_DoWR_1359_1,Siv/SDRF/2016-17/2,IM at Bakulduba4,IM at Bakulduba4,Works,Open Tender,Works,Civil Works,2016-2017,No,No,,22-12-2016 15:25,,180,No,No,Offline,10-01-2017 14:00,Department of Water Resources||Chief Engineer - DoWR,Department of Water Resources,Sibsagar,785690,2.0,,,,350924,Technical Evaluation,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 1, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 2, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Post-Monsoon,SDRF,Immediate Measures,"{'sdrf': 1, 'im': 2}"
407,2016_DoWR_1360_1,Siv/SDRF/2016-17/5,IM at Phukan nagar 1,IM at Phukan nagar 1,Works,Open Tender,Works,Civil Works,2016-2017,No,No,,22-12-2016 15:55,,180,No,No,Offline,10-01-2017 14:05,Department of Water Resources||Chief Engineer - DoWR,Department of Water Resources,Sibsagar,785690,9.0,,,,22311008,Financial Bid Opening,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 1, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 2, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Post-Monsoon,SDRF,Immediate Measures,"{'sdrf': 1, 'im': 2}"
409,2016_DoWR_1361_1,Siv/SDRF/2016-17/5,IM at Phukangaon2,IM at Phukangaon2,Works,Open Tender,Works,Civil Works,2016-2017,No,No,,22-12-2016 16:15,,180,No,No,Offline,10-01-2017 14:00,Department of Water Resources||Chief Engineer - DoWR,Department of Water Resources,Sibsagar,785690,11.0,,,,14409005,Financial Bid Opening,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 1, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 2, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Post-Monsoon,SDRF,Immediate Measures,"{'sdrf': 1, 'im': 2}"
411,2016_DoWR_1148_1,UAID/SDRF/2016-17/1,IM to restore Dainigaon1,IM to restore Dainigaon,Works,Open Tender,Works,Civil Works,2016-2017,No,No,,22-12-2016 18:00,,180,No,No,Offline,11-01-2017 14:00,Department of Water Resources||Chief Engineer - DoWR,Department of Water Resources,Jorhat,785001,4.0,,,,35539957,Financial Bid Opening,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 1, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 2, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Post-Monsoon,SDRF,Immediate Measures,"{'sdrf': 1, 'im': 2}"
412,2016_DoWR_1161_1,Siv/SDRF/2016-17/3,IM Desang bund L/B 1,IM Desang bund L/B,Works,Open Tender,Works,Civil Works,2016-2017,No,No,,22-12-2016 18:00,,180,No,No,Offline,11-01-2017 14:00,Department of Water Resources||Chief Engineer - DoWR,Department of Water Resources,Mahmora,785661,14.0,,,,15312316,Technical Evaluation,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 1, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 2, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 2, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Post-Monsoon,SDRF,Immediate Measures,"{'sdrf': 1, 'im': 2}"
413,2016_DoWR_1167_1,Siv/SDRF/2016-17/4,IM Dikhow bund L/B1,IM Dikhow bund L/B,Works,Open Tender,Works,Civil Works,2016-2017,No,No,,22-12-2016 18:00,,180,No,No,Offline,11-01-2017 14:00,Department of Water Resources||Chief Engineer - DoWR,Department of Water Resources,Amguri,785680,7.0,,,,12025307,Financial Bid Opening,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 1, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 2, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 2, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Post-Monsoon,SDRF,Immediate Measures,"{'sdrf': 1, 'im': 2}"
414,2016_DoWR_1363_1,UAID/SDRF/2016-17/1,IM to restore Dainigaon area,Immediate measures to restore Dainigaon area under Jorhat LAC from the devastation of river Brahmaputra for the year 2016-17,Works,Open Tender,Works,Civil Works,2016-2017,No,No,,22-12-2016 18:00,,180,No,No,Offline,11-01-2017 14:00,Department of Water Resources||Chief Engineer - DoWR,Department of Water Resources,Jorhat,785636,6.0,,,,28939204,Financial Bid Opening,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 1, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 1, 'IM': 1, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Post-Monsoon,SDRF,Immediate Measures,"{'sdrf': 1, 'im': 1, 'immediate': 1}"
415,2016_DoWR_1365_1,Siv/SDRF/2016-17/3,I M to Desang bund L B2,I M to Desang bund L B2,Works,Open Tender,Works,Civil Works,2016-2017,No,No,,22-12-2016 18:00,,180,No,No,Offline,11-01-2017 14:00,Department of Water Resources||Chief Engineer - DoWR,Department of Water Resources,Sibasagar,785690,9.0,,,,20859516,Financial Bid Opening,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 1, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 2, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Post-Monsoon,SDRF,Immediate Measures,{'sdrf': 1}
416,2016_DoWR_1366_1,Siv/SDRF/2016-17/3,IM to Desang Bund Left Bank 3,IM to Desang Bund Left Bank 3,Works,Open Tender,Works,Civil Works,2016-2017,No,No,,22-12-2016 18:00,,180,No,No,Offline,11-01-2017 14:00,Department of Water Resources||Chief Engineer - DoWR,Department of Water Resources,Sibsagar,785690,10.0,,,,12441168,Financial Bid Opening,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 1, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 2, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 2, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Post-Monsoon,SDRF,Immediate Measures,"{'sdrf': 1, 'im': 2}"
